-0.24999E+01  -0.11750E-01   0.55515E-02
-0.24999E+01   0.11750E-01   0.79013E-02
-0.24997E+01  -0.39506E-01  -0.55515E-02
-0.24988E+01   0.67878E-01  -0.15508E-01
-0.24982E+01  -0.67862E-01  -0.29073E-01
-0.24949E+01   0.15739E+00   0.10886E-01
-0.24928E+01  -0.81022E-01   0.76436E-01
-0.24901E+01   0.80933E-01   0.92448E-01
-0.24898E+01   0.11037E+00  -0.87450E-01
-0.24855E+01  -0.11018E+00  -0.10917E+00
-0.24767E+01  -0.33701E+00   0.21422E-01
-0.24693E+01   0.33601E+00   0.88580E-01
-0.24645E+01   0.41783E+00  -0.18886E-01
-0.24600E+01  -0.44282E+00  -0.21422E-01
-0.24544E+01  -0.41613E+00  -0.10214E+00
-0.24539E+01  -0.77305E-01   0.20714E+00
-0.24526E+01  -0.39221E+00   0.12648E+00
-0.24518E+01   0.98809E-01  -0.20998E+00
-0.24511E+01  -0.46115E+00  -0.76436E-01
-0.24471E+01   0.77093E-01   0.22136E+00
-0.24462E+01   0.48584E+00   0.77162E-01
-0.24430E+01  -0.98454E-01  -0.22809E+00
-0.24269E+01   0.38810E+00   0.20129E+00
-0.24251E+01   0.57958E+00  -0.80998E-01
-0.24241E+01   0.52041E+00  -0.14214E+00
-0.24171E+01   0.63627E+00   0.23773E-01
-0.23954E+01  -0.39896E+00   0.25790E+00
-0.23936E+01  -0.57206E+00  -0.19347E+00
-0.23845E+01  -0.51190E+00  -0.23959E+00
-0.23835E+01   0.45994E+00  -0.25935E+00
-0.23588E+01  -0.80806E+00   0.81123E-01
-0.23587E+01   0.80724E-01  -0.34691E+00
-0.23576E+01  -0.80688E-01   0.34799E+00
-0.23478E+01   0.39104E+00   0.32477E+00
-0.23466E+01  -0.80311E-01  -0.35903E+00
-0.23455E+01   0.80274E-01   0.36007E+00
-0.23277E+01  -0.44917E+00  -0.33565E+00
-0.23087E+01   0.79091E+00   0.23664E+00
-0.23084E+01  -0.95905E+00   0.16277E-01
-0.22933E+01  -0.44254E+00   0.37060E+00
-0.22932E+01   0.38194E+00  -0.38017E+00
-0.22770E+01  -0.92435E+00   0.20182E+00
-0.22760E+01  -0.10337E+01  -0.16277E-01
-0.22736E+01  -0.99988E+00  -0.12648E+00
-0.22674E+01   0.94198E+00   0.20676E+00
-0.22673E+01   0.10524E+01  -0.19269E-01
-0.22437E+01   0.10700E+01   0.11826E+00
-0.22272E+01  -0.37096E+00  -0.42836E+00
-0.22263E+01  -0.89721E-01   0.44495E+00
-0.22203E+01   0.69946E-01  -0.44833E+00
-0.22184E+01   0.42809E+00   0.42748E+00
-0.22178E+01  -0.10294E+01  -0.22783E+00
-0.22160E+01   0.10436E+01  -0.21902E+00
-0.22082E+01   0.88992E-01   0.45377E+00
-0.22060E+01  -0.69498E-01  -0.45508E+00
-0.22028E+01   0.10880E+01   0.20332E+00
-0.22014E+01  -0.10869E+01  -0.20714E+00
-0.21964E+01  -0.11801E+01  -0.81123E-01
-0.21897E+01  -0.47008E+00   0.43886E+00
-0.21858E+01   0.88734E+00  -0.34795E+00
-0.21765E+01   0.12295E+01   0.14748E-01
-0.21755E+01   0.88316E+00   0.35907E+00
-0.21737E+01   0.34761E+00  -0.45769E+00
-0.21696E+01   0.12224E+01  -0.98068E-01
-0.21619E+01  -0.10181E+01   0.31333E+00
-0.21334E+01  -0.50986E+00   0.46105E+00
-0.21159E+01   0.72486E+00  -0.44046E+00
-0.21071E+01  -0.93407E-01   0.48794E+00
-0.20998E+01  -0.33580E+00  -0.48374E+00
-0.20944E+01   0.44963E+00   0.47937E+00
-0.20929E+01  -0.98561E+00  -0.38965E+00
-0.20913E+01   0.67973E-01  -0.49138E+00
-0.20854E+01   0.92445E-01   0.49229E+00
-0.20753E+01  -0.67453E-01  -0.49412E+00
-0.20727E+01  -0.11678E+01  -0.32611E+00
-0.20726E+01  -0.35139E+00   0.48946E+00
-0.20695E+01   0.28160E+00  -0.49209E+00
-0.20582E+01  -0.14033E+01   0.94184E-01
-0.20401E+01  -0.82819E+00  -0.45746E+00
-0.20379E+01   0.84665E+00  -0.45525E+00
-0.20348E+01  -0.53565E+00   0.48903E+00
-0.20347E+01   0.36626E+00  -0.49543E+00
-0.20283E+01  -0.55097E-01   0.49915E+00
-0.20266E+01  -0.11418E+01   0.37901E+00
-0.20240E+01   0.48372E+00   0.49340E+00
-0.20208E+01  -0.93795E+00   0.44508E+00
-0.20166E+01  -0.12722E+00   0.49958E+00
-0.20148E+01   0.54729E-01   0.49976E+00
-0.20079E+01   0.94370E-02  -0.49994E+00
-0.20075E+01   0.94542E+00   0.44948E+00
-0.20057E+01   0.14814E+01   0.80728E-01
-0.20055E+01  -0.94259E-02  -0.49997E+00
-0.20030E+01  -0.27255E+00  -0.49954E+00
-0.20021E+01   0.31642E-01  -0.49999E+00
-0.19975E+01   0.22180E-01  -0.49999E+00
-0.19974E+01   0.31568E-01   0.49999E+00
-0.19957E+01   0.90637E+00  -0.46174E+00
-0.19944E+01  -0.93737E-02   0.49997E+00
-0.19921E+01   0.93627E-02   0.49994E+00
-0.19905E+01   0.33747E+00   0.49964E+00
-0.19818E+01  -0.39360E+00   0.49958E+00
-0.19815E+01   0.37279E+00  -0.49974E+00
-0.19755E+01  -0.12462E+00  -0.49958E+00
-0.19688E+01  -0.67446E+00  -0.49338E+00
-0.19668E+01  -0.81135E-01  -0.49901E+00
-0.19605E+01  -0.26677E+00   0.49954E+00
-0.19604E+01   0.30326E+00  -0.49974E+00
-0.19496E+01   0.36679E+00   0.49974E+00
-0.19453E+01   0.13263E+01  -0.35267E+00
-0.19442E+01  -0.10983E+01   0.44241E+00
-0.19439E+01   0.13253E+01   0.35444E+00
-0.19415E+01  -0.38560E+00  -0.49958E+00
-0.19308E+01   0.82800E-01  -0.49543E+00
-0.19225E+01  -0.62487E-01   0.49412E+00
-0.19065E+01   0.61967E-01   0.49138E+00
-0.19046E+01   0.10233E+01  -0.47301E+00
-0.19031E+01   0.83693E+00  -0.49373E+00
-0.19020E+01   0.34238E+00   0.49543E+00
-0.19010E+01  -0.78195E-01  -0.49042E+00
-0.18976E+01  -0.90498E+00   0.48941E+00
-0.18940E+01   0.25772E+00   0.49209E+00
-0.18825E+01  -0.16446E+01   0.18950E-01
-0.18648E+01  -0.16060E+01   0.19357E+00
-0.18620E+01  -0.77357E+00  -0.49974E+00
-0.18586E+01   0.48596E+00  -0.49373E+00
-0.18546E+01   0.15971E+01  -0.22301E+00
-0.18500E+01  -0.29585E+00   0.48374E+00
-0.18464E+01  -0.15773E+01  -0.25790E+00
-0.18334E+01  -0.48262E+00  -0.48903E+00
-0.18319E+01  -0.76108E+00   0.49974E+00
-0.18316E+01  -0.39009E+00  -0.48353E+00
-0.18316E+01   0.85014E+00   0.49963E+00
-0.18279E+01   0.10299E+01   0.49029E+00
-0.18188E+01  -0.17147E+01  -0.18950E-01
-0.18153E+01  -0.62188E+00   0.49338E+00
-0.18136E+01   0.29820E+00  -0.47301E+00
-0.18111E+01  -0.89455E+00   0.49960E+00
-0.18074E+01   0.89242E+00  -0.49975E+00
-0.18072E+01   0.58862E-01  -0.46174E+00
-0.18060E+01   0.82202E+00  -0.49975E+00
-0.18055E+01   0.16272E+01   0.25419E+00
-0.17924E+01  -0.13238E+01   0.44488E+00
-0.17920E+01  -0.56453E-01   0.45508E+00
-0.17899E+01   0.17448E+01  -0.19538E-01
-0.17802E+01   0.15552E+01   0.34299E+00
-0.17792E+01   0.87848E+00   0.49975E+00
-0.17778E+01   0.56005E-01   0.44833E+00
-0.17772E+01  -0.71117E-01  -0.44830E+00
-0.17761E+01   0.28404E+00   0.45769E+00
-0.17753E+01  -0.87684E+00  -0.49960E+00
-0.17645E+01   0.15415E+01  -0.36381E+00
-0.17585E+01   0.77336E+00   0.49373E+00
-0.17570E+01  -0.17658E+01  -0.94184E-01
-0.17470E+01  -0.36545E+00  -0.45131E+00
-0.17303E+01  -0.11797E+01  -0.49105E+00
-0.17184E+01  -0.28622E+00   0.42836E+00
-0.17128E+01  -0.81684E+00  -0.48941E+00
-0.17102E+01  -0.17648E+01  -0.20182E+00
-0.16946E+01   0.15976E+01  -0.37655E+00
-0.16919E+01  -0.16492E+01   0.34413E+00
-0.16876E+01   0.32368E+00  -0.41312E+00
-0.16845E+01   0.14506E+01   0.44751E+00
-0.16786E+01  -0.16362E+01  -0.36273E+00
-0.16698E+01   0.63332E-01  -0.37655E+00
-0.16682E+01   0.57148E+00   0.44046E+00
-0.16670E+01   0.18497E+01  -0.99429E-01
-0.16661E+01  -0.67637E+00   0.45746E+00
-0.16622E+01  -0.14314E+01  -0.46101E+00
-0.16578E+01   0.73136E+00  -0.46328E+00
-0.16560E+01   0.68800E+00   0.45525E+00
-0.16525E+01   0.27523E+00   0.38017E+00
-0.16510E+01  -0.56505E-01   0.35903E+00
-0.16492E+01   0.16919E+01   0.34413E+00
-0.16463E+01   0.74771E+00   0.46174E+00
-0.16446E+01   0.18825E+01   0.18950E-01
-0.16431E+01   0.98921E+00  -0.49321E+00
-0.16407E+01  -0.64162E-01  -0.34901E+00
-0.16390E+01   0.56092E-01   0.34691E+00
-0.16368E+01  -0.16988E+01  -0.34799E+00
-0.16320E+01  -0.33115E+00  -0.37142E+00
-0.16272E+01  -0.18055E+01   0.25419E+00
-0.16191E+01   0.86987E+00   0.47301E+00
-0.16093E+01   0.16174E+01  -0.41312E+00
-0.16060E+01   0.18648E+01   0.19357E+00
-0.15999E+01  -0.30873E+00   0.33565E+00
-0.15831E+01   0.13524E+01  -0.49321E+00
-0.15768E+01   0.25797E+00  -0.29705E+00
-0.15747E+01  -0.10736E+01   0.49105E+00
-0.15640E+01   0.46151E-01  -0.24592E+00
-0.15595E+01  -0.14055E+01   0.49001E+00
-0.15552E+01  -0.17802E+01   0.34299E+00
-0.15538E+01  -0.62620E-01   0.22809E+00
-0.15520E+01  -0.81730E+00  -0.43534E+00
-0.15453E+01  -0.59598E-01  -0.21051E+00
-0.15450E+01   0.62264E-01   0.20998E+00
-0.15440E+01   0.29795E+00   0.25935E+00
-0.15432E+01   0.64798E+00  -0.37887E+00
-0.15385E+01  -0.86909E+00  -0.44241E+00
-0.15340E+01  -0.30683E+00  -0.24544E+00
-0.15264E+01  -0.32768E+00   0.23959E+00
-0.15259E+01  -0.71861E+00   0.38965E+00
-0.15227E+01   0.15713E+01  -0.46328E+00
-0.15205E+01  -0.13283E+01  -0.49964E+00
-0.15204E+01   0.61722E+00   0.34795E+00
-0.15152E+01  -0.77728E+00  -0.40220E+00
-0.15148E+01   0.72102E-01  -0.12728E+00
-0.15106E+01  -0.66963E-01   0.10917E+00
-0.15091E+01  -0.16745E+01  -0.43057E+00
-0.15062E+01   0.66770E-01   0.87450E-01
-0.15060E+01  -0.56923E-01  -0.83578E-01
-0.15048E+01   0.36630E+00  -0.21523E+00
-0.15006E+01   0.32679E-01  -0.31480E-01
